Host: mne-ubu  Current process id: 15164
./linkern -s 42 -S linkern.tour -R 1000000000 -t 18000 ./cities1k.tsp
Chained Lin-Kernighan with seed 42
Problem Name: traveling-santa-2018-prime-paths
traveling-santa-2018-prime-paths
Problem Type: TSP
Number of Nodes: 197769
Rounded Euclidean Norm (CC_EUCLIDEAN)
Time to build kdtree: 0.05
..................................................................................................................................................................................................... 908246 edges
Time to find quad 2-nearest: 0.90
Grow a Quick-Boruvka tour 
...................
Length of Quick-Boruvka Tour: 1664310972.00
Time to grow tour: 0.14
linkern ...
Starting Cycle: 1664310972
   0 Steps   Best: 1515290198   5.13 seconds
47559 Steps   Best: 1505688882   105.59 seconds
47583 Steps   Best: 1505687789   105.64 seconds
47592 Steps   Best: 1505687360   105.65 seconds
47624 Steps   Best: 1505687037   105.72 seconds
47631 Steps   Best: 1505684359   105.73 seconds
47650 Steps   Best: 1505684109   105.78 seconds
47653 Steps   Best: 1505681859   105.78 seconds
47666 Steps   Best: 1505681829   105.80 seconds
47711 Steps   Best: 1505681698   105.89 seconds
47735 Steps   Best: 1505680431   105.93 seconds
47761 Steps   Best: 1505679329   105.97 seconds
47785 Steps   Best: 1505678979   106.01 seconds
47790 Steps   Best: 1505678700   106.02 seconds
47800 Steps   Best: 1505676898   106.04 seconds
47826 Steps   Best: 1505676741   106.08 seconds
47827 Steps   Best: 1505676549   106.08 seconds
47864 Steps   Best: 1505675903   106.16 seconds
47868 Steps   Best: 1505675662   106.16 seconds
47875 Steps   Best: 1505675543   106.18 seconds
47879 Steps   Best: 1505675163   106.18 seconds
47896 Steps   Best: 1505674469   106.21 seconds
47917 Steps   Best: 1505674293   106.25 seconds
47947 Steps   Best: 1505672915   106.31 seconds
47954 Steps   Best: 1505672604   106.32 seconds
47959 Steps   Best: 1505672305   106.33 seconds
47966 Steps   Best: 1505671583   106.35 seconds
47999 Steps   Best: 1505671583   106.44 seconds
48004 Steps   Best: 1505670982   106.46 seconds
48018 Steps   Best: 1505669400   106.48 seconds
48092 Steps   Best: 1505668938   106.65 seconds
48094 Steps   Best: 1505668188   106.66 seconds
48119 Steps   Best: 1505667323   106.71 seconds
48122 Steps   Best: 1505666313   106.71 seconds
48135 Steps   Best: 1505664878   106.75 seconds
48143 Steps   Best: 1505663263   106.76 seconds
48154 Steps   Best: 1505662611   106.78 seconds
48244 Steps   Best: 1505662388   106.94 seconds
48269 Steps   Best: 1505661075   106.99 seconds
48277 Steps   Best: 1505660363   107.01 seconds
48301 Steps   Best: 1505660343   107.07 seconds
48322 Steps   Best: 1505658730   107.10 seconds
48372 Steps   Best: 1505658508   107.19 seconds
48394 Steps   Best: 1505657624   107.23 seconds
48395 Steps   Best: 1505656945   107.23 seconds
48413 Steps   Best: 1505656593   107.27 seconds
48474 Steps   Best: 1505655926   107.38 seconds
48611 Steps   Best: 1505655463   107.64 seconds
48629 Steps   Best: 1505655185   107.68 seconds
48633 Steps   Best: 1505654362   107.69 seconds
48666 Steps   Best: 1505653830   107.77 seconds
48675 Steps   Best: 1505653521   107.79 seconds
48727 Steps   Best: 1505652922   107.89 seconds
48735 Steps   Best: 1505652137   107.90 seconds
48757 Steps   Best: 1505652060   107.95 seconds
48771 Steps   Best: 1505651092   107.97 seconds
48812 Steps   Best: 1505649637   108.04 seconds
48845 Steps   Best: 1505648856   108.11 seconds
48857 Steps   Best: 1505647880   108.13 seconds
48864 Steps   Best: 1505646962   108.14 seconds
48880 Steps   Best: 1505646945   108.18 seconds
48908 Steps   Best: 1505645854   108.24 seconds
48948 Steps   Best: 1505645641   108.31 seconds
48956 Steps   Best: 1505644781   108.33 seconds
48971 Steps   Best: 1505644242   108.37 seconds
48997 Steps   Best: 1505642794   108.43 seconds
48999 Steps   Best: 1505642794   108.43 seconds
49006 Steps   Best: 1505642293   108.44 seconds
49016 Steps   Best: 1505641891   108.46 seconds
49041 Steps   Best: 1505640153   108.51 seconds
49054 Steps   Best: 1505639738   108.54 seconds
49082 Steps   Best: 1505639607   108.58 seconds
49088 Steps   Best: 1505637385   108.59 seconds
49099 Steps   Best: 1505637126   108.61 seconds
49100 Steps   Best: 1505637086   108.61 seconds
49141 Steps   Best: 1505637054   108.69 seconds
49179 Steps   Best: 1505637014   108.75 seconds
49211 Steps   Best: 1505635745   108.81 seconds
49280 Steps   Best: 1505635185   108.95 seconds
49360 Steps   Best: 1505634888   109.09 seconds
49363 Steps   Best: 1505634507   109.10 seconds
49492 Steps   Best: 1505633337   109.36 seconds
49519 Steps   Best: 1505633055   109.41 seconds
49520 Steps   Best: 1505633020   109.42 seconds
49580 Steps   Best: 1505632178   109.55 seconds
49590 Steps   Best: 1505631973   109.57 seconds
49618 Steps   Best: 1505630398   109.65 seconds
49646 Steps   Best: 1505629048   109.71 seconds
49667 Steps   Best: 1505628861   109.75 seconds
49695 Steps   Best: 1505628348   109.80 seconds
49724 Steps   Best: 1505625877   109.85 seconds
49766 Steps   Best: 1505624831   109.92 seconds
49782 Steps   Best: 1505624586   109.95 seconds
49791 Steps   Best: 1505624530   109.97 seconds
49810 Steps   Best: 1505624279   110.01 seconds
49821 Steps   Best: 1505624240   110.04 seconds
49822 Steps   Best: 1505624187   110.04 seconds
49823 Steps   Best: 1505624058   110.04 seconds
49890 Steps   Best: 1505623025   110.18 seconds
49892 Steps   Best: 1505622685   110.18 seconds
49940 Steps   Best: 1505622557   110.31 seconds
49946 Steps   Best: 1505622049   110.32 seconds
49999 Steps   Best: 1505622049   110.47 seconds
Wrote the tour to linkern.tour
50011 Steps   Best: 1505621384   110.50 seconds
50018 Steps   Best: 1505619253   110.51 seconds
50027 Steps   Best: 1505619152   110.53 seconds
50033 Steps   Best: 1505618299   110.55 seconds
50041 Steps   Best: 1505616903   110.56 seconds
50117 Steps   Best: 1505616520   110.71 seconds
50143 Steps   Best: 1505615652   110.77 seconds
50149 Steps   Best: 1505615486   110.78 seconds
50236 Steps   Best: 1505613830   110.97 seconds
50255 Steps   Best: 1505613764   111.00 seconds
50268 Steps   Best: 1505613383   111.04 seconds
50281 Steps   Best: 1505612759   111.07 seconds
50294 Steps   Best: 1505612584   111.09 seconds
50296 Steps   Best: 1505612549   111.09 seconds
50298 Steps   Best: 1505612192   111.09 seconds
50363 Steps   Best: 1505611570   111.22 seconds
50397 Steps   Best: 1505611564   111.28 seconds
50416 Steps   Best: 1505611537   111.32 seconds
50422 Steps   Best: 1505611515   111.33 seconds
50487 Steps   Best: 1505611501   111.44 seconds
50505 Steps   Best: 1505611328   111.48 seconds
50507 Steps   Best: 1505611054   111.49 seconds
50557 Steps   Best: 1505610361   111.59 seconds
50565 Steps   Best: 1505609588   111.60 seconds
50571 Steps   Best: 1505609378   111.62 seconds
50576 Steps   Best: 1505608926   111.63 seconds
50580 Steps   Best: 1505608108   111.64 seconds
50657 Steps   Best: 1505608058   111.81 seconds
50678 Steps   Best: 1505607985   111.85 seconds
50702 Steps   Best: 1505607865   111.89 seconds
50733 Steps   Best: 1505607808   111.95 seconds
50735 Steps   Best: 1505606205   111.96 seconds
50748 Steps   Best: 1505605219   111.98 seconds
50761 Steps   Best: 1505604967   112.00 seconds
50796 Steps   Best: 1505604897   112.07 seconds
50804 Steps   Best: 1505603351   112.09 seconds
50870 Steps   Best: 1505602864   112.25 seconds
50889 Steps   Best: 1505602751   112.29 seconds
50893 Steps   Best: 1505602215   112.30 seconds
50908 Steps   Best: 1505602044   112.33 seconds
50912 Steps   Best: 1505601503   112.34 seconds
50937 Steps   Best: 1505601225   112.38 seconds
50973 Steps   Best: 1505599444   112.45 seconds
50993 Steps   Best: 1505599008   112.48 seconds
50994 Steps   Best: 1505598502   112.48 seconds
50999 Steps   Best: 1505598502   112.49 seconds
51023 Steps   Best: 1505598291   112.54 seconds
51064 Steps   Best: 1505596888   112.64 seconds
51069 Steps   Best: 1505596768   112.65 seconds
51080 Steps   Best: 1505596669   112.66 seconds
51093 Steps   Best: 1505592844   112.68 seconds
51095 Steps   Best: 1505592393   112.69 seconds
51161 Steps   Best: 1505592308   112.81 seconds
51162 Steps   Best: 1505591831   112.81 seconds
51167 Steps   Best: 1505591652   112.82 seconds
51169 Steps   Best: 1505591614   112.82 seconds
51172 Steps   Best: 1505591201   112.83 seconds
51203 Steps   Best: 1505590554   112.89 seconds
51209 Steps   Best: 1505589593   112.90 seconds
51214 Steps   Best: 1505589026   112.91 seconds
51250 Steps   Best: 1505588633   112.99 seconds
51253 Steps   Best: 1505588576   112.99 seconds
51289 Steps   Best: 1505587702   113.06 seconds
51309 Steps   Best: 1505587216   113.09 seconds
51311 Steps   Best: 1505586960   113.09 seconds
51322 Steps   Best: 1505586397   113.11 seconds
51326 Steps   Best: 1505585590   113.12 seconds
51331 Steps   Best: 1505582764   113.13 seconds
51337 Steps   Best: 1505582702   113.15 seconds
51339 Steps   Best: 1505582297   113.15 seconds
51348 Steps   Best: 1505582076   113.17 seconds
51352 Steps   Best: 1505581181   113.17 seconds
51402 Steps   Best: 1505580586   113.28 seconds
51404 Steps   Best: 1505580422   113.29 seconds
51413 Steps   Best: 1505579835   113.30 seconds
51433 Steps   Best: 1505578166   113.33 seconds
51439 Steps   Best: 1505577761   113.34 seconds
51516 Steps   Best: 1505577578   113.48 seconds
51520 Steps   Best: 1505577365   113.48 seconds
51535 Steps   Best: 1505577288   113.51 seconds
51578 Steps   Best: 1505574994   113.58 seconds
51597 Steps   Best: 1505574200   113.62 seconds
51607 Steps   Best: 1505574174   113.64 seconds
51623 Steps   Best: 1505573870   113.67 seconds
51638 Steps   Best: 1505573255   113.71 seconds
51646 Steps   Best: 1505573189   113.74 seconds
51647 Steps   Best: 1505573128   113.74 seconds
51666 Steps   Best: 1505573024   113.78 seconds
51673 Steps   Best: 1505572422   113.80 seconds
51675 Steps   Best: 1505572275   113.80 seconds
51729 Steps   Best: 1505571156   113.89 seconds
51750 Steps   Best: 1505570926   113.92 seconds
51751 Steps   Best: 1505570823   113.93 seconds
51753 Steps   Best: 1505569397   113.93 seconds
51782 Steps   Best: 1505569300   114.00 seconds
51823 Steps   Best: 1505567957   114.12 seconds
51829 Steps   Best: 1505565510   114.13 seconds
51838 Steps   Best: 1505565270   114.15 seconds
51843 Steps   Best: 1505565226   114.16 seconds
51855 Steps   Best: 1505564084   114.18 seconds
51857 Steps   Best: 1505564036   114.19 seconds
51892 Steps   Best: 1505563796   114.25 seconds
51915 Steps   Best: 1505563254   114.31 seconds
51924 Steps   Best: 1505562516   114.33 seconds
51926 Steps   Best: 1505562292   114.33 seconds
51933 Steps   Best: 1505561657   114.35 seconds
51944 Steps   Best: 1505560057   114.38 seconds
51981 Steps   Best: 1505559797   114.45 seconds
51999 Steps   Best: 1505559797   114.48 seconds
52009 Steps   Best: 1505558425   114.50 seconds
52036 Steps   Best: 1505557111   114.55 seconds
52042 Steps   Best: 1505556825   114.56 seconds
52045 Steps   Best: 1505556572   114.56 seconds
52050 Steps   Best: 1505556194   114.58 seconds
52078 Steps   Best: 1505555833   114.64 seconds
52101 Steps   Best: 1505555042   114.70 seconds
52103 Steps   Best: 1505553532   114.70 seconds
52122 Steps   Best: 1505553383   114.75 seconds
52130 Steps   Best: 1505553354   114.76 seconds
52132 Steps   Best: 1505552966   114.76 seconds
52149 Steps   Best: 1505552232   114.79 seconds
52160 Steps   Best: 1505551693   114.82 seconds
52178 Steps   Best: 1505550795   114.86 seconds
52202 Steps   Best: 1505550477   114.89 seconds
52204 Steps   Best: 1505550324   114.90 seconds
52208 Steps   Best: 1505550129   114.90 seconds
52267 Steps   Best: 1505549937   115.02 seconds
52276 Steps   Best: 1505549428   115.04 seconds
52287 Steps   Best: 1505548209   115.06 seconds
52329 Steps   Best: 1505548069   115.16 seconds
52360 Steps   Best: 1505547306   115.20 seconds
52401 Steps   Best: 1505546767   115.27 seconds
52414 Steps   Best: 1505546206   115.29 seconds
52436 Steps   Best: 1505545740   115.33 seconds
52458 Steps   Best: 1505543584   115.38 seconds
52486 Steps   Best: 1505543202   115.42 seconds
52498 Steps   Best: 1505542557   115.45 seconds
52511 Steps   Best: 1505542108   115.47 seconds
52522 Steps   Best: 1505541626   115.48 seconds
52581 Steps   Best: 1505541388   115.61 seconds
52602 Steps   Best: 1505541096   115.66 seconds
52614 Steps   Best: 1505540607   115.69 seconds
52661 Steps   Best: 1505540258   115.80 seconds
52676 Steps   Best: 1505540177   115.82 seconds
52680 Steps   Best: 1505539771   115.82 seconds
52759 Steps   Best: 1505539573   115.97 seconds
52778 Steps   Best: 1505538180   116.00 seconds
52865 Steps   Best: 1505537863   116.17 seconds
52894 Steps   Best: 1505537397   116.21 seconds
52962 Steps   Best: 1505537052   116.36 seconds
52999 Steps   Best: 1505537052   116.43 seconds
53020 Steps   Best: 1505536647   116.48 seconds
53046 Steps   Best: 1505536255   116.56 seconds
53090 Steps   Best: 1505536151   116.66 seconds
53095 Steps   Best: 1505535898   116.67 seconds
53108 Steps   Best: 1505535701   116.69 seconds
53118 Steps   Best: 1505535453   116.71 seconds
53123 Steps   Best: 1505535102   116.72 seconds
53125 Steps   Best: 1505534900   116.72 seconds
53130 Steps   Best: 1505534637   116.73 seconds
53140 Steps   Best: 1505533936   116.75 seconds
53163 Steps   Best: 1505533750   116.80 seconds
53172 Steps   Best: 1505533714   116.82 seconds
53176 Steps   Best: 1505533314   116.82 seconds
53237 Steps   Best: 1505532753   116.93 seconds
53272 Steps   Best: 1505532642   117.00 seconds
53280 Steps   Best: 1505532567   117.02 seconds
53283 Steps   Best: 1505531806   117.02 seconds
53335 Steps   Best: 1505531770   117.13 seconds
53341 Steps   Best: 1505531109   117.14 seconds
53375 Steps   Best: 1505530830   117.20 seconds
53393 Steps   Best: 1505530679   117.22 seconds
53395 Steps   Best: 1505530575   117.22 seconds
53427 Steps   Best: 1505530389   117.29 seconds
53429 Steps   Best: 1505530117   117.29 seconds
53436 Steps   Best: 1505530085   117.30 seconds
53449 Steps   Best: 1505529784   117.33 seconds
53479 Steps   Best: 1505529733   117.37 seconds
53481 Steps   Best: 1505528816   117.38 seconds
53532 Steps   Best: 1505528490   117.47 seconds
53606 Steps   Best: 1505526492   117.61 seconds
53627 Steps   Best: 1505525383   117.65 seconds
53642 Steps   Best: 1505524657   117.69 seconds
53661 Steps   Best: 1505524069   117.73 seconds
53667 Steps   Best: 1505524034   117.74 seconds
53683 Steps   Best: 1505522359   117.76 seconds
53691 Steps   Best: 1505521533   117.77 seconds
53706 Steps   Best: 1505521349   117.80 seconds
53744 Steps   Best: 1505521244   117.88 seconds
53783 Steps   Best: 1505520027   117.95 seconds
53794 Steps   Best: 1505519481   117.96 seconds
53805 Steps   Best: 1505518528   117.99 seconds
53846 Steps   Best: 1505518478   118.07 seconds
53902 Steps   Best: 1505518165   118.16 seconds
53920 Steps   Best: 1505517449   118.20 seconds
53930 Steps   Best: 1505517213   118.22 seconds
53948 Steps   Best: 1505515391   118.25 seconds
53967 Steps   Best: 1505515030   118.30 seconds
53984 Steps   Best: 1505514982   118.33 seconds
53994 Steps   Best: 1505514726   118.35 seconds
53999 Steps   Best: 1505514726   118.36 seconds
54009 Steps   Best: 1505514617   118.38 seconds
54029 Steps   Best: 1505513433   118.43 seconds
54083 Steps   Best: 1505513008   118.54 seconds
54131 Steps   Best: 1505510804   118.63 seconds
54148 Steps   Best: 1505510548   118.65 seconds
54156 Steps   Best: 1505510510   118.66 seconds
54158 Steps   Best: 1505510348   118.66 seconds
54191 Steps   Best: 1505509799   118.72 seconds
54202 Steps   Best: 1505509426   118.74 seconds
54204 Steps   Best: 1505509056   118.74 seconds
54211 Steps   Best: 1505508004   118.76 seconds
54228 Steps   Best: 1505507746   118.78 seconds
54241 Steps   Best: 1505507243   118.82 seconds
54270 Steps   Best: 1505503869   118.87 seconds
54274 Steps   Best: 1505503311   118.88 seconds
54280 Steps   Best: 1505502981   118.89 seconds
54315 Steps   Best: 1505502748   118.94 seconds
54337 Steps   Best: 1505502629   118.99 seconds
54348 Steps   Best: 1505501792   119.01 seconds
54355 Steps   Best: 1505501170   119.02 seconds
54408 Steps   Best: 1505500976   119.11 seconds
54418 Steps   Best: 1505500541   119.13 seconds
54438 Steps   Best: 1505500482   119.17 seconds
54486 Steps   Best: 1505499849   119.25 seconds
54503 Steps   Best: 1505499820   119.27 seconds
54582 Steps   Best: 1505499495   119.43 seconds
54605 Steps   Best: 1505499013   119.49 seconds
54618 Steps   Best: 1505497861   119.51 seconds
54625 Steps   Best: 1505496625   119.52 seconds
54657 Steps   Best: 1505496528   119.59 seconds
54691 Steps   Best: 1505496351   119.65 seconds
54699 Steps   Best: 1505496091   119.66 seconds
54737 Steps   Best: 1505493600   119.73 seconds
54772 Steps   Best: 1505493565   119.79 seconds
54776 Steps   Best: 1505492274   119.79 seconds
54784 Steps   Best: 1505492170   119.80 seconds
54786 Steps   Best: 1505492154   119.81 seconds
54810 Steps   Best: 1505489998   119.85 seconds
54851 Steps   Best: 1505489460   119.93 seconds
54893 Steps   Best: 1505488665   120.02 seconds
54895 Steps   Best: 1505488521   120.02 seconds
54901 Steps   Best: 1505487777   120.03 seconds
54927 Steps   Best: 1505487366   120.10 seconds
54939 Steps   Best: 1505487033   120.13 seconds
54940 Steps   Best: 1505486687   120.13 seconds
54965 Steps   Best: 1505486600   120.18 seconds
54972 Steps   Best: 1505486575   120.19 seconds
54974 Steps   Best: 1505486306   120.19 seconds
54996 Steps   Best: 1505484237   120.24 seconds
54999 Steps   Best: 1505484237   120.24 seconds
55014 Steps   Best: 1505483917   120.27 seconds
55028 Steps   Best: 1505483888   120.31 seconds
55062 Steps   Best: 1505483533   120.38 seconds
55101 Steps   Best: 1505482747   120.46 seconds
55187 Steps   Best: 1505482729   120.64 seconds
55207 Steps   Best: 1505482283   120.68 seconds
55230 Steps   Best: 1505482262   120.73 seconds
55237 Steps   Best: 1505482107   120.74 seconds
55243 Steps   Best: 1505479685   120.75 seconds
55251 Steps   Best: 1505479130   120.77 seconds
55253 Steps   Best: 1505478694   120.78 seconds
55260 Steps   Best: 1505476785   120.79 seconds
55277 Steps   Best: 1505476072   120.81 seconds
55308 Steps   Best: 1505475317   120.88 seconds
55338 Steps   Best: 1505475224   120.93 seconds
55355 Steps   Best: 1505474230   120.97 seconds
55362 Steps   Best: 1505474088   120.99 seconds
55388 Steps   Best: 1505473556   121.04 seconds
55396 Steps   Best: 1505473227   121.06 seconds
55436 Steps   Best: 1505472378   121.13 seconds
55443 Steps   Best: 1505472315   121.15 seconds
55463 Steps   Best: 1505472022   121.18 seconds
55470 Steps   Best: 1505470646   121.20 seconds
